restaurant_id,name,address,online_order,book_table,rate_numeric,votes,location,rest_type,cuisines,approx_cost_for_two,listed_in(type),listed_in(city)
2453,Chef Delicacies,"14th Main, 4th Sector, HSR, Bangalore",Yes,No,,0,HSR,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400.0,Delivery,HSR
2454,Chef Delicacies,"Kitchens, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",No,No,,0,Electronic City,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400.0,Delivery,Electronic City
2455,Chef Delicacies,"Shop 1, 100 Feet Ring Road, 1st Phase, 2nd stage, BTM, Bangalore",Yes,No,3.1,7,BTM,"Takeaway, Delivery","Kebab, Rolls",400.0,Delivery,BTM
2456,Chef Delicacies,"Shop 1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main, Puttanhalli, JP Nagar, Bangalore",Yes,No,3.1,8,JP Nagar,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400.0,Delivery,Bannerghatta Road
2457,Chef Delicacies,"Shop 710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Yes,No,2.7000000000000006,6,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400.0,Delivery,Brookefield
2458,Chef Fast Food,"Shop 706 A/4, 5Th Cross 80 Feet Road, Kodihalli Near Masjid, Old Airport Road, Bangalore",Yes,No,3.1500000000000004,27,Old Airport Road,Quick Bites,"Fast Food, North Indian, South Indian",300.0,Delivery,Indiranagar
2459,Chef Genie,"1st Floor, BKL Building, Hosur Main Road, HSR, Bangalore",Yes,No,,0,HSR,Delivery,"Biryani, Fast Food",500.0,Delivery,BTM
2460,Chef Inn Regency,"Near Domlur Bridge, 100 Feet Road, ISRO Colony Domlur, Bangalore",No,No,3.3,4,Domlur,"Casual Dining, Bar","North Indian, Chinese, Andhra, Mangalorean",800.0,"Dine-out, Pubs and bars",Indiranagar
2461,Chef Kitchen,"28 6Th Main Road, 12 Cross Msrnagar Mathikere, New BEL Road, Bangalore",Yes,No,3.7,19,New BEL Road,Quick Bites,"North Indian, Biryani, Charcoal Chicken",200.0,Delivery,New BEL Road
2462,Chef Master,"1119/A/28, East End Main Road, 4th T Block, Jayanagar, Bangalore",Yes,No,3.8,76,Jayanagar,Quick Bites,"Kerala, North Indian, Chinese",300.0,"Delivery, Dine-out",Basavanagudi
2463,Chef Snow,"6, 2nd Main Road, Venugopal Reddy Layout, Arekere, Bannerghatta Road, Bangalore",No,No,,0,Bannerghatta Road,Delivery,"North Indian, Chinese",300.0,Delivery,Bannerghatta Road
2464,Chef in,"Opposite Maharaja Furniture, ITPL Main Road, Brookefield, Bangalore",No,No,3.6,199,Brookefield,Casual Dining,"Biryani, North Indian, Chinese",500.0,Dine-out,Brookefield
2465,Chef's Bank,"Hotel Krishinton, Opposite IISC D gate. M. S. Ramaiah Main Road, Mathikere, Yeshwantpur, Bangalore",Yes,No,3.4,19,Yeshwantpur,Casual Dining,"North Indian, Chinese",700.0,"Buffet, Delivery, Dine-out",Malleshwaram
2466,Chef's Cap Chinese Cuisine Restaurant,"23, 5th Cross, BDA Layout, Murgehpalaya, Old Airport Road, Bangalore",Yes,No,3.9,37,Old Airport Road,Quick Bites,Chinese,400.0,"Delivery, Dine-out",Indiranagar
2467,Chef's Gallery,"1st Floor, RMZ Ecospace, Outer Ring Road, Bellandur, Bangalore",No,No,3.5,95,Bellandur,Casual Dining,"Chinese, Italian, North Indian",700.0,"Buffet, Delivery, Dine-out",Bellandur
2468,Chefactory Gold by Flechazo,"120-A3, Ground Floor, Santosh Tower, 3rd Road, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",Yes,No,3.7,355,Whitefield,Casual Dining,"North Indian, Biryani",700.0,"Delivery, Dine-out",Brookefield
2469,Chefeana,"3474, Maruti Dental College Road, Dodakamanhalli, Opposite Valmark Ananda Apartment, Bannerghatta Road, Bangalore",Yes,No,4.0,212,Bannerghatta Road,Quick Bites,North Indian,400.0,"Delivery, Dine-out",Bannerghatta Road
2470,Chefie,"15, Srinivagilu Main Road, 1st Cross Road, ST Bed Layout, Koramangala 1st Block, Bangalore",Yes,No,3.8,37,Koramangala 1st Block,Quick Bites,"Continental, Fast Food, Italian, North Indian",200.0,"Delivery, Dine-out",BTM
2471,Chefie,"2nd Phase, JP Nagar, Bangalore",Yes,No,3.3,14,JP Nagar,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200.0,Delivery,JP Nagar
2472,Chefie,"Narayanappa Building, Ambedkar Circle, Nallurhalli, Whitefield, Bangalore",Yes,No,,0,Whitefield,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200.0,Delivery,Brookefield
2473,Chefie,"No. 7, 2nd cross, 2nd main, Brindavanagar, Suddagunte Palya Tavarekere, Bangalore",Yes,No,3.5,16,BTM,"Takeaway, Delivery","Continental, Fast Food, Italian, North Indian",200.0,Delivery,Jayanagar
2474,Chefkraft,"806/1, 1st Floor, Rajeshwari Business Chambers, New Thippasandra MAin Road, Indiranagar, Bangalore",No,No,3.9,146,Indiranagar,"Takeaway, Delivery","Continental, Fast Food, Salad",800.0,Delivery,Indiranagar
2475,Chellappa's,"39, Sector C, Basavanagar Main Road, Vibhuthipura Post, Kaggadasapura, Bangalore",Yes,No,3.2000000000000006,115,Kaggadasapura,Casual Dining,"Chettinad, South Indian, North Indian",500.0,"Delivery, Dine-out",Marathahalli
2476,Chels Cafe,"50, Little Plaza, Cunningham Road",Yes,No,3.5,20,Cunningham Road,Cafe,"Cafe, Burger",500.0,"Cafes, Delivery, Dine-out",Brigade Road
2477,Cherry Chinese Fast Food & Kolkata Kati Rolls,"34, 2nd Cross Near Ganesha Temple, Bhadrappa Layout, Hebbal, Bangalore",No,No,,0,Hebbal,Quick Bites,"Chinese, Rolls, Fast Food",400.0,"Delivery, Dine-out",New BEL Road
2478,Cheta's Kitchen,"Shop 12, 1st Cross, Sapthagiri Layout, Beside BESCOM, Vidyanyupura Main Road, Yelahanka, Bangalore",Yes,No,3.9,78,Yelahanka,Quick Bites,"Kerala, South Indian, Seafood",350.0,"Delivery, Dine-out",New BEL Road
2479,Chettayees,"Chocolate Factory Road,7, 3rd Cross Cashire Layout ,1st Tavarekere",Yes,No,3.4,155,BTM,Quick Bites,"Kerala, North Indian, Chinese",400.0,"Delivery, Dine-out",BTM
2480,Chettinad Food House,"51, 60 Feet Main Road, Jayebheema Nagar, 1st Stage",No,No,3.1,7,BTM,Quick Bites,"South Indian, Chettinad, North Indian",300.0,"Delivery, Dine-out",BTM
2481,Chetty's Coffee,"224, HRBR Layout, 3rd Block, Opposite Silver Line Diagnostics, Kalyan Nagar, Bangalore",No,No,3.5,87,Kalyan Nagar,Quick Bites,South Indian,150.0,Dine-out,Kalyan Nagar
2482,Chetty's Coffee,"44/5, Padmashree Building Dickenson Road, MG Road, Bangalore",Yes,No,3.7,20,MG Road,Quick Bites,South Indian,200.0,"Delivery, Dine-out",Brigade Road
2483,Chetty's Coffee,"493, 13th Cross, 2nd Stage, Behind BDA Complex, Indiranagar, Bangalore",Yes,No,3.9,45,Indiranagar,Quick Bites,South Indian,150.0,"Delivery, Dine-out",Frazer Town
2484,Chetty's Coffee,"60, 80 Feet Road, New BEL Road, Bangalore",Yes,No,3.9333333333333336,267,New BEL Road,Quick Bites,South Indian,200.0,"Delivery, Dine-out",Malleshwaram
2485,Chetty's Corner,"126/3, Uttarahalli Main Road, Sarvabouma Nagar, Chikkalasandra, Uttarahalli, Bangalore",Yes,No,3.4,30,Uttarahalli,Quick Bites,"Fast Food, Burger, Pizza",200.0,Delivery,Banashankari
2486,Chetty's Corner,"1293, 25th Main, 9th Block, Jayanagar, Bangalore",Yes,No,3.6,21,Jayanagar,Quick Bites,"Fast Food, Burger",150.0,"Delivery, Dine-out",Basavanagudi
2487,Chetty's Corner,"2, Serpentine Road, Kumara Park West, Seshadripuram, Bangalore",Yes,No,4.2,740,Seshadripuram,Quick Bites,"Fast Food, Pizza, Sandwich",250.0,Delivery,Lavelle Road
2488,Chetty's Corner,"6th Main Rd, 2nd Phase, 2nd Stage, Opposite Sri Chaitanya Techno School, Mahalakshmi Puram, Rajajinagar, Bangalore",Yes,No,3.4,26,Rajajinagar,Quick Bites,"Fast Food, Burger",150.0,Delivery,Malleshwaram
2489,Chetty's Corner,"7, Nehru Road, Next to State Bank Of Hyderabad, St.Thomas Town Post, Kammanahalli, Bangalore",Yes,No,3.6,18,Kammanahalli,Quick Bites,"Fast Food, Burger",200.0,"Delivery, Dine-out",Frazer Town
2490,Chetty's Corner,"A-4, K.H.B. Colony, Koramangala 5th Block, Bangalore",Yes,No,3.8,35,Koramangala 5th Block,Quick Bites,"Fast Food, Burger",200.0,"Delivery, Dine-out",BTM
2491,Chetty's Corner,"Buns'n Grillz, 35/2, 8th Main, 16th Cross, Malleshwaram, Bangalore",No,No,4.0,52,Malleshwaram,Quick Bites,"Fast Food, Pizza, Sandwich",250.0,Dine-out,Malleshwaram
2492,Chez Mariannick,"1A, Anjanappa Building, Behind Sorbet, Siddhapura, Whitefield, Bangalore",No,No,4.1,395,Whitefield,Casual Dining,"French, Pizza, Bakery",1000.0,"Desserts, Dine-out",Brookefield
2493,Chez Nous - Novotel,"Novotel Bengaluru, Opposite RMZ Ecospace Business Park, Marathahalli - Sarjapur Outer Ring Road, Marathahalli, Bangalore",No,Yes,3.9,125,Marathahalli,Lounge,"European, French, North Indian",2500.0,"Dine-out, Drinks & nightlife",Bellandur
2494,Chianti,"1, Ground Floor, Ascendas Park Square Mall, Whitefield, Bangalore",No,Yes,4.6,848,"ITPL Main Road, Whitefield",Casual Dining,Italian,1500.0,Dine-out,Whitefield
2495,Chianti,"12, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",No,Yes,4.7,4872,Koramangala 5th Block,Casual Dining,Italian,1500.0,Dine-out,BTM
2496,Chianti,"172/1, Unit 3, 3rd Floor, Vega City Mall, Srinivasa Industrial Estate, Bannerghatta Road, Bangalore",No,Yes,4.5,800,Bannerghatta Road,Casual Dining,Italian,1500.0,Dine-out,Jayanagar
2497,Chianti,"960, Next To Gold Gym,12thMain, HAL 2nd Stage, Indiranagar, Bangalore",No,Yes,4.65,4453,Indiranagar,Casual Dining,Italian,1500.0,Dine-out,Indiranagar
2498,Chianti,"No.18, Ramanashree Arcade, Ground Floor, Ashok Nagar Post, MG Road, Bangalore",No,Yes,4.46,340,MG Road,Casual Dining,Italian,1500.0,Dine-out,Brigade Road
2499,Chichaba's Taj,"50, MM Road, Frazer Town, Bangalore",Yes,No,3.9,448,Frazer Town,Casual Dining,"Biryani, North Indian, Mughlai",600.0,"Delivery, Dine-out",Brigade Road
2500,Chichaba's Taj,"868, Dr MC Modi Hospital Road, West of Chord Road, 2nd Stage, Indiranagar, Basaveshwara Nagar, Bangalore",Yes,No,4.1,245,Basaveshwara Nagar,Casual Dining,"Biryani, North Indian, Mughlai",600.0,"Delivery, Dine-out",Malleshwaram
2501,Chichaba's Taj,"Shop #417, Ground Floor, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Yes,No,3.8,292,Kalyan Nagar,Casual Dining,"Biryani, North Indian, Mughlai",600.0,"Delivery, Dine-out",Kalyan Nagar
2502,Chick Blast,"43, Velankani Drive, Doddathoguru, Electronics City Phase 1, Electronic City, Bengaluru",No,No,3.3,6,Electronic City,Quick Bites,Fast Food,400.0,"Delivery, Dine-out",Electronic City
2503,Chick Inn,"1868, 1st Main Road, Near Kuvempu Metro Station, 2nd Stage, Rajajinagar, Bangalore",Yes,No,3.8,99,Rajajinagar,Quick Bites,Fast Food,300.0,"Delivery, Dine-out",Malleshwaram
2504,Chick Inn 24x7,"3061, MKK Road, C Block, 6th A Main Road, Gayathri Nagar, Malleshwaram, Bangalore",Yes,No,3.6,86,Malleshwaram,Quick Bites,Fast Food,450.0,"Delivery, Dine-out",Malleshwaram
2505,Chicken Corner,"10, 2nd Cross, 5th Main, Gandhinagar, Majestic, Bangalore",No,No,3.2,6,Majestic,Casual Dining,"North Indian, Chinese, Mughlai",450.0,"Delivery, Dine-out",Lavelle Road
2506,Chicken Corner,"38, 11th Main Road, KEB Colony, 1st Stage, BTM Layout, Opposite Water Tank, Bengaluru",Yes,No,3.7,26,BTM,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",400.0,"Delivery, Dine-out",BTM
2507,Chicken County,"14/1, 14/2, 5th Main Road, Gandhinagar, Majestic, Bangalore",No,No,3.8,136,Majestic,Casual Dining,"North Indian, Chinese",650.0,"Delivery, Dine-out",Lavelle Road
2508,Chicken County,"561, Mosque Complex, Opposite Ganesh Temple, New BEL Road, Bangalore",Yes,No,3.2,192,New BEL Road,Quick Bites,"Chinese, North Indian",400.0,"Delivery, Dine-out",New BEL Road
2509,Chicken County Grand,"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Yes,No,3.9,328,Bannerghatta Road,Casual Dining,"North Indian, Chinese",650.0,"Delivery, Dine-out",Bannerghatta Road
2510,Chicken County Restaurant,"#16 and #17, RR Commercial Complex, Begur-Hulimavu Road, Opposite Village Hypermarket & Andhra Bank, Akshay Nagar, Bannerghatta Road, Bangalore",Yes,No,3.5,10,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Fast Food",400.0,"Delivery, Dine-out",Bannerghatta Road
2511,Chicken Dera,"2A/16, 22nd Main, Mosque Road, Vinayakanagar, JP Nagar, Bangalore",No,No,3.0,25,JP Nagar,Quick Bites,"Mughlai, Kebab, Biryani",400.0,"Delivery, Dine-out",Bannerghatta Road
2512,Chicken Hunt,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore",Yes,No,3.5,88,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350.0,"Delivery, Dine-out",Banashankari
2513,Chicken Magic,"1,16th Main Road,19th Cross, EWS Colony, 2nd Stage, BTM, Bangalore",Yes,No,3.6875,214,BTM,Quick Bites,"Chinese, North Indian",300.0,"Delivery, Dine-out",Bannerghatta Road
2514,Chicken Man,"296, Ground Floor, 5th Phase, 100 Feet Outer Ring Road, JP Nagar, Bangalore",Yes,Yes,3.8,72,JP Nagar,Quick Bites,"Roast Chicken, Burger",400.0,Delivery,Bannerghatta Road
2515,Chicken Man,"Campus 4AB, Food Court, RMZ Ecoworld, Varthur, Bellandur",Yes,No,3.7,48,Bellandur,Kiosk,"Roast Chicken, Burger",400.0,"Delivery, Dine-out",Bellandur
2516,Chicken Shawarma Hub,"197/717/86/1, Green Glen Layout, Behind HDFC Bannk, Bellandur, Bangalore",No,No,3.1,14,Bellandur,"Takeaway, Delivery","Fast Food, Arabian, Beverages",250.0,Delivery,Bellandur
2517,Chickpet Donne Biriyani Mane,"104, 6th Cross, 80 Feet Road, Subbanapalaya, Kalyan Nagar, Bangalore",Yes,No,3.0,19,Kalyan Nagar,Quick Bites,"Biryani, Kebab",350.0,"Delivery, Dine-out",Frazer Town
2518,Chickpet Donne Biriyani Mane,"374, 1st Cross, H. Narayanappa Block, Next to Manyata Tech Park, Nagawara, Bangalore",Yes,No,2.7,37,Nagawara,Quick Bites,"Biryani, South Indian, Kebab",150.0,Delivery,Kalyan Nagar
2519,Chickpet Donne Biryani House,"105, 1st Main Road, Club Road, Opposite Titan Show Room, Vijay Nagar, Bangalore",Yes,No,3.7,163,Vijay Nagar,Quick Bites,Biryani,250.0,Delivery,Rajajinagar
2520,Chickpet Donne Biryani House,"2, Ground Floor, Kammanahalli Main Road, Jal Vayuvihar Circle, Kammanahalli, Bangalore",Yes,No,3.8,189,Kammanahalli,Quick Bites,Biryani,250.0,"Delivery, Dine-out",Kalyan Nagar
2521,Chickpet Donne Biryani House,"480/A, 50 feet road, Nagendra block, Near PES College, Nagendra block, Banashankari, Bangalore",No,No,3.7,21,Banashankari,Quick Bites,Biryani,250.0,Delivery,Banashankari
2522,Chickpet Donne Biryani House,"520, Nagendra Block,Hanumanthnagar, 50 Feet Road, Near PES College, Bank Colony, 1st Stage, Banashankari, Bangalore",Yes,No,3.8,131,Banashankari,Quick Bites,Biryani,250.0,Dine-out,Banashankari
2523,Chickpet Donne Biryani House,"90/4, First Floor, JP Royale, Above ICIC Bank, Opposite Innovative Multiplex, Outer Ring Road, Marathahalli, Bangalore",Yes,No,3.7000000000000006,83,Marathahalli,Casual Dining,"Biryani, South Indian, Fast Food",600.0,"Delivery, Dine-out",Brookefield
2524,Chickpet Donne Biryani House,"Choice Collections, Dispensary Road, Tasker Town, Commercial Street, Bangalore",Yes,No,3.7,51,Commercial Street,Quick Bites,Biryani,250.0,"Delivery, Dine-out",Brigade Road
2525,Chickpete Donne Biryani,"71/3, D Rajagopal, Adnagashettyhaslli, Sanjay Nagar, Bangalore",Yes,No,,0,Sanjay Nagar,Quick Bites,Biryani,250.0,"Delivery, Dine-out",New BEL Road
2526,Chickz N Cheez,"Beside KEB Samudaya Bhavan, ESI Hospital Road, Rajajinagar, Bangalore",Yes,No,3.4,22,Rajajinagar,Quick Bites,"North Indian, Fast Food",300.0,"Delivery, Dine-out",Malleshwaram
2527,Chikeys,"Opposite Venlankani Doddathogur Village, Gate Number 2, Electronic City, Bangalore",No,No,3.0,19,Electronic City,Quick Bites,"Burger, Fast Food",400.0,"Delivery, Dine-out",Electronic City
2528,Chikkanna Biryani Hotel,"Shop 77, First Stage, Fifth Phase, thimmaiah road, Rajajinagar, Bangalore",No,No,,0,Basaveshwara Nagar,Quick Bites,"South Indian, Biryani",300.0,Dine-out,Rajajinagar
2529,Chikkanna Tiffin Room,"8/10, 1st Cross Road, 4th Block, Kumara Park West, Seshadripuram, Bangalore",Yes,No,4.3,85,Seshadripuram,Quick Bites,South Indian,200.0,Dine-out,Malleshwaram
2530,Chikkanna Tiffin Room,"Near Ulsoor Gate Police Station, Cubbonpet, City Market, Bangalore",No,No,4.5,207,City Market,Quick Bites,South Indian,150.0,Dine-out,Brigade Road
2531,Chikki's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,"Plot 24-1, Ferns City Road, Doddanakundi, Outer Ring Road, Marathahalli, Bangalore",Yes,No,,0,Marathahalli,Quick Bites,"North Indian, Chinese, Mughlai",500.0,"Delivery, Dine-out",Marathahalli
2532,Chikki's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,"Plot 24-1, Ferns City Road, Doddanakundi, Outer Ring Road, Marathahalli, Bangalore",Yes,No,,0,Marathahalli,Quick Bites,"North Indian, Chinese, Mughlai",500.0,Delivery,Brookefield
2533,Chikpet Donne Biriyani Corner,"25, 9th Main, 80 Feet Road, HRBR Layout, Kalyan Nagar, Bangalore",Yes,No,3.7,8,Kalyan Nagar,Quick Bites,"Biryani, North Indian",300.0,"Delivery, Dine-out",Kalyan Nagar
2534,Chikpet Donne Biriyani Corner,"76, LIC Bhimajyothi Colony, Basaveshwara Nagar, Bangalore",Yes,No,3.2000000000000006,7,Basaveshwara Nagar,Quick Bites,"Biryani, Kebab",400.0,"Delivery, Dine-out",Malleshwaram
2535,Chikpet Donne Biriyani House,"Food Court, ITPB Main Rd, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka",Yes,No,3.2999999999999994,20,Whitefield,Food Court,"Biryani, Kebab",400.0,"Delivery, Dine-out",Brookefield
2536,Chikpet Donne Biriyani House,"Next To TVS Tyres, Dr Rajkumar Road, Rajajinagar, Bangalore",Yes,No,3.7,297,Rajajinagar,Quick Bites,"Biryani, Kebab",400.0,"Delivery, Dine-out",Malleshwaram
2537,Chikpet Donne Biryani House,"64, Ground Floor, Sri Venkateshwara Complex, Opposite Police Station, Yeshwantpur, Bangalore",Yes,No,3.6,23,Yeshwantpur,Quick Bites,Biryani,350.0,"Delivery, Dine-out",Malleshwaram
2538,Chili's American Grill & Bar,"13, The Bay, RMZ EcoWorld, Bellandur, Bangalore",Yes,Yes,4.55,1534,Bellandur,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ",1800.0,"Delivery, Dine-out, Pubs and bars",Bellandur
2539,Chili's American Grill & Bar,"20, Ground Floor, Phoenix Market City, Whitefield, Bangalore",Yes,No,4.6,4957,Whitefield,Casual Dining,"American, Tex-Mex, Burger, BBQ, Mexican",1400.0,"Delivery, Dine-out",Whitefield
2540,Chili's American Grill & Bar,"2nd Floor, Orion Mall, Dr. Rajkumar Road, Malleshwaram, Bangalore",Yes,Yes,4.8,6470,Malleshwaram,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ, Mexican",1400.0,"Delivery, Dine-out, Pubs and bars",Malleshwaram
2541,Chill,"136/137, EPIP Industrial Area, Whitefield, Bangalore",No,No,3.8,43,Whitefield,Casual Dining,"North Indian, Chinese, Continental",800.0,Dine-out,Brookefield
2542,Chill And Grill,"459, 11th Cross, 3rd Main, Armane Nagar, Sadashiv Nagar, Bangalore",No,No,,0,Sadashiv Nagar,Quick Bites,Fast Food,300.0,Dine-out,Malleshwaram
2543,Chill Magic,"9, Opp Kunte Muneshwara Temple, M.S.Ramaiah College Road, Mathikere, New BEL Road, Bangalore",No,No,,0,New BEL Road,Beverage Shop,"Juices, Beverages",200.0,Dine-out,New BEL Road
2544,Chill Magic,"Near SBI Bank, Mahaveer Ridge, Koppa - Begur Road, JP Nagar, Bangalore",No,No,,0,JP Nagar,Beverage Shop,"Juices, Beverages",200.0,Delivery,Bannerghatta Road
2545,Chill Out,"161/C, 6th Main, 80 Feet Road, Bhuvaneshwari Nagercoil, Banashankari, Bangalore",No,No,,0,Banashankari,Quick Bites,"South Indian, Chinese",100.0,"Delivery, Dine-out",Banashankari
2546,Chill Out,"64, 4th Cross, Opposite Ganesh Temple, New, Thippasandra, Bangalore",No,No,3.4,9,Thippasandra,Beverage Shop,"Beverages, Juices",150.0,Desserts,Indiranagar
2547,Chill Out Bar,"Plot 449, Jigani Industrial Area, Phase 2, Jigani, Bangalore, Electronic City, Bangalore",No,No,,0,Electronic City,Bar,"Finger Food, Fast Food",1500.0,Pubs and bars,Electronic City
2548,Chill Out Cafe,"Near Chirst Acadmy, Harapanahalli - Begur Road, Electronic City, Bangalore",No,No,3.5,11,Electronic City,Quick Bites,"North Indian, Chinese",350.0,"Delivery, Dine-out",Electronic City
2549,Chill-Um Cafe,"636, Shri Y K Reddy Pavillion, 17th Main Road, 100 Feet Road, Koramangala 6th Block, Bangalore",Yes,Yes,4.1,152,Koramangala 6th Block,Quick Bites,"Cafe, Chinese, Continental",600.0,"Cafes, Delivery, Dine-out",BTM
2550,Chillax,"90, 1st Main, Near Oxford College Back Gate, Bommanahalli, Bangalore",No,No,3.3,4,Bommanahalli,Quick Bites,"Fast Food, Beverages",300.0,"Delivery, Dine-out",HSR
2551,Chillax Point,"Behind T Jhon Collage, Nice Road, Gottigere, Bannerghatta Main Road, Bannerghatta Road, Bangalore, Bengaluru",No,No,,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese",300.0,"Delivery, Dine-out",Bannerghatta Road
2552,Chilld Monk,"666, Outer Ring Road, 28th Main, BTM, Bangalore",Yes,No,3.5,10,BTM,Dessert Parlor,"Desserts, Ice Cream",250.0,"Delivery, Desserts",BTM
2553,Chiller's Nation - Iris Inn,"Iris Inn, 21, 22/3, Outer Ring Road, Mahadevpura, Near, Marathahalli, Bangalore",No,No,2.9,27,Marathahalli,Bar,"North Indian, Continental, Italian",1200.0,"Dine-out, Drinks & nightlife",Marathahalli
2554,Chilli Chicken,"Shop 101, Main Road, Ashok Nagar, Brigade Road, Bangalore",Yes,No,3.0749999999999997,8,Brigade Road,Quick Bites,Fast Food,500.0,"Delivery, Dine-out",Brigade Road
2555,Chilli Flakes,"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",Yes,No,3.6,47,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500.0,"Delivery, Dine-out",Banashankari
2556,Chilli N Chicken,"1, 5th A Cross, Marenahalli, 2nd Stage, Near RV Dental college, JP Nagar, Bangalore",No,No,3.2000000000000006,4,JP Nagar,Quick Bites,Andhra,400.0,"Delivery, Dine-out",Jayanagar
2557,Chilli Park,"3rd Cross, Neeladri Nagar, Phase-1, Electronic City, Bangalore",Yes,No,,0,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food",300.0,"Delivery, Dine-out",Electronic City
2558,Chillies Restaurant,"63, Cottonpet Main Road, Majestic, Bangalore",No,No,3.7,24,Majestic,Casual Dining,"North Indian, South Indian, Chinese",500.0,Dine-out,Rajajinagar
2559,Chillikum,"80 Feet Road, HAL, Indiranagar, Bangalore",Yes,No,3.6,38,Indiranagar,Quick Bites,North Indian,350.0,Delivery,Indiranagar
2560,Chillout,"8, G Cross, 20th Main Road, BTM 1st stage, BTM, Bangalore",Yes,No,,0,BTM,Cafe,"Burger, Cafe, Pizza, Fast Food",200.0,"Cafes, Delivery, Desserts, Dine-out",BTM
